Player Name,Team,Opponent,Prop Category,Prop Line,Model_Pred,Model_Conf,Edge_Type,Consistency_CV,Active_Hit%,Tier,GAME_DATE,Match_Date,Actual Value,Result,Mapped_Prop
Micah Potter,IND,LAL,PRA,15.5,16.64,0.5,Over,0.312,100.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Bam Adebayo,MIA,CHA,PA,22.5,23.68,0.5,Under,0.208,40.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PA
Marcus Smart,LAL,IND,PTS,9.0,9.81,0.5,Under,0.613,60.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Jamal Murray,DEN,NYK,REB,4.0,4.15,0.497,Under,0.813,50.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Kawhi Leonard,LAC,SAS,REB,6.0,6.11,0.497,Under,0.735,60.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Davion Mitchell,MIA,CHA,RA,8.0,8.02,0.492,Under,0.425,70.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Jalen Brunson,NY,DEN,AST,7.0,7.44,0.486,Under,0.654,50.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Dejounte Murray,NO,PHX,RA,10.0,10.53,0.484,Under,0.403,70.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Payton Pritchard,BOS,DAL,AST,5.0,5.03,0.482,Under,0.445,30.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Tari Eason,HOU,POR,RA,9.0,9.78,0.478,Under,0.588,40.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Jarace Walker,IND,LAL,RA,8.0,9.15,0.472,Under,0.533,10.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,RA
P.J. Washington,DAL,BOS,PTS,12.0,12.64,0.469,Under,0.354,70.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Bam Adebayo,MIA,CHA,REB,9.0,9.53,0.468,Over,0.306,40.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Jrue Holiday,POR,HOU,RA,10.0,10.4,0.466,Under,0.382,30.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Devin Booker,PHX,NOP,REB,4.0,4.58,0.466,Over,0.392,50.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Stephon Castle,SA,LAC,REB,4.0,4.56,0.465,Under,0.818,80.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,REB
De'Aaron Fox,SA,LAC,AST,6.0,6.21,0.463,Under,0.542,70.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Saddiq Bey,NO,PHX,RA,8.0,8.29,0.456,Under,0.36,50.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Derik Queen,NO,PHX,REB,6.0,6.44,0.453,Over,0.331,40.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Kris Dunn,LAC,SAS,RA,9.0,9.43,0.453,Over,0.348,90.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Amen Thompson,HOU,POR,AST,5.0,5.08,0.45,Under,0.486,70.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Derrick White,BOS,DAL,REB,4.0,4.21,0.449,Under,0.518,50.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Derrick White,BOS,DAL,AST,6.0,6.39,0.448,Over,0.301,70.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Carter Bryant,SA,LAC,REB,4.0,4.39,0.442,Under,0.751,40.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Pelle Larsson,MIA,CHA,RA,7.0,7.32,0.439,Over,0.25,100.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Kon Knueppel,CHA,MIA,REB,5.0,5.24,0.431,Under,0.351,50.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,REB
LaMelo Ball,CHA,MIA,REB,5.0,5.26,0.428,Under,0.483,60.0,Pass,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Cameron Johnson,DEN,NYK,AST,0.5,1.84,0.8,Over,0.454,50.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Payton Pritchard,BOS,DAL,PTS,16.0,10.46,0.772,Under,0.813,50.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Payton Pritchard,BOS,DAL,PR,19.5,13.55,0.76,Under,0.717,50.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Rui Hachimura,LAL,IND,PTS,12.5,8.76,0.759,Under,0.706,70.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Payton Pritchard,BOS,DAL,PA,21.5,15.23,0.754,Under,0.715,50.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PA
Rui Hachimura,LAL,IND,PR,16.5,12.17,0.748,Under,0.702,60.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Pelle Larsson,MIA,CHA,PTS,11.5,8.27,0.746,Under,0.681,20.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Rui Hachimura,LAL,IND,PA,12.5,9.07,0.745,Under,0.709,60.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PA
Payton Pritchard,BOS,DAL,PRA,25.5,19.01,0.736,Under,0.668,50.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Ryan Dunn,PHX,NOP,PTS,6.5,4.81,0.731,Under,1.328,70.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Neemias Queta,BOS,DAL,PTS,8.5,6.63,0.729,Under,0.854,30.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Jarred Vanderbilt,LAL,IND,PTS,4.5,3.43,0.729,Under,1.478,60.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Cameron Johnson,DEN,NYK,RA,3.5,5.38,0.728,Over,0.263,30.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Naz Reid,MIN,ORL,PTS,11.5,8.84,0.725,Under,0.551,80.0,Pass / Too Volatile,2026-03-07,2026-03-07,None,Pending / Not Found,PTS
Neemias Queta,BOS,DAL,PA,10.5,8.16,0.725,Under,0.822,30.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PA
Aaron Nesmith,IND,LAL,PA,11.5,8.82,0.724,Under,0.487,50.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PA
Rui Hachimura,LAL,IND,PRA,14.5,11.15,0.723,Under,0.655,60.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Devin Vassell,SA,LAC,REB,2.5,4.05,0.723,Over,0.478,60.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Cameron Johnson,DEN,NYK,PA,11.5,8.87,0.721,Under,0.506,80.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PA
Aaron Nesmith,IND,LAL,PTS,10.0,7.41,0.718,Under,0.523,50.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Cameron Johnson,DEN,NYK,PTS,10.0,7.33,0.718,Under,0.548,90.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Naji Marshall,DAL,BOS,PTS,13.5,10.92,0.716,Under,0.62,30.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Neemias Queta,BOS,DAL,PR,16.5,13.14,0.713,Under,0.816,40.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Naz Reid,MIN,ORL,PA,12.5,9.95,0.707,Under,0.537,80.0,Pass / Too Volatile,2026-03-07,2026-03-07,None,Pending / Not Found,PA
Pelle Larsson,MIA,CHA,PR,15.0,11.55,0.707,Under,0.484,20.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Naji Marshall,DAL,BOS,PA,16.5,13.58,0.702,Under,0.555,30.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PA
Jarred Vanderbilt,LAL,IND,PRA,10.5,8.48,0.701,Under,1.092,60.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Neemias Queta,BOS,DAL,PRA,18.5,15.11,0.701,Under,0.801,40.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Jordan Miller,LAC,SAS,PA,12.5,10.13,0.698,Under,0.591,30.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PA
Sam Hauser,BOS,DAL,PA,10.5,8.52,0.698,Under,0.557,40.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PA
Pelle Larsson,MIA,CHA,PA,15.0,11.83,0.696,Under,0.524,20.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PA
Derik Queen,NO,PHX,PA,11.5,9.39,0.694,Under,0.588,70.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PA
Jake LaRavia,LAL,IND,PA,10.5,8.59,0.692,Under,0.567,50.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PA
Ryan Dunn,PHX,NOP,PRA,13.5,11.18,0.692,Under,0.597,70.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Bam Adebayo,MIA,CHA,AST,1.5,2.59,0.691,Over,0.448,50.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Rudy Gobert,MIN,ORL,PTS,10.5,8.68,0.688,Under,0.6,60.0,Pass / Too Volatile,2026-03-07,2026-03-07,None,Pending / Not Found,PTS
Naji Marshall,DAL,BOS,PR,18.5,15.79,0.685,Under,0.62,30.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Naji Marshall,DAL,BOS,PRA,21.5,18.42,0.679,Under,0.554,40.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Anthony Black,ORL,MIN,PTS,13.5,11.39,0.678,Under,0.524,50.0,Pass / Too Volatile,2026-03-07,2026-03-07,None,Pending / Not Found,PTS
Herbert Jones,NO,PHX,REB,2.5,3.82,0.678,Over,0.52,70.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Jordan Miller,LAC,SAS,PRA,15.5,13.17,0.676,Under,0.485,30.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Devin Booker,PHX,NOP,PTS,24.5,20.94,0.675,Under,0.586,80.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Jake LaRavia,LAL,IND,PR,13.5,11.5,0.674,Under,0.485,50.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Jaxson Hayes,LAL,IND,PTS,10.5,8.95,0.672,Under,0.619,50.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Luke Kennard,LAL,IND,AST,1.5,1.43,0.669,Under,1.886,60.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Jerami Grant,POR,HOU,REB,2.5,3.88,0.668,Over,0.643,50.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Karl-Anthony Towns,NY,DEN,AST,1.5,1.43,0.667,Under,1.874,80.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Max Christie,DAL,BOS,REB,2.5,3.82,0.666,Over,0.728,40.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Devin Booker,PHX,NOP,PR,28.5,24.84,0.666,Under,0.502,80.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Herbert Jones,NO,PHX,PA,11.5,9.96,0.665,Under,0.622,60.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PA
Khris Middleton,DAL,BOS,REB,2.5,4.05,0.665,Over,0.506,60.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Jaxson Hayes,LAL,IND,PA,11.5,9.92,0.665,Under,0.728,50.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PA
Devin Booker,PHX,NOP,PA,30.5,26.81,0.66,Under,0.498,90.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PA
Quenton Jackson,IND,LAL,REB,1.5,2.69,0.659,Over,0.773,70.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Herbert Jones,NO,PHX,PR,12.0,10.04,0.658,Under,0.563,80.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PR
De'Aaron Fox,SA,LAC,PTS,16.5,14.48,0.657,Under,0.638,100.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Jake LaRavia,LAL,IND,PRA,14.5,12.72,0.656,Under,0.478,60.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Dwight Powell,DAL,BOS,PTS,3.5,6.9,0.655,Over,2.55,40.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Jalen Green,PHX,NOP,AST,2.5,2.11,0.654,Under,1.491,80.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Toumani Camara,POR,HOU,PTS,12.5,11.02,0.654,Under,0.551,70.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Carter Bryant,SA,LAC,AST,2.5,2.12,0.653,Under,1.197,40.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Mikal Bridges,NY,DEN,REB,2.5,3.6,0.653,Over,0.487,60.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Tyler Herro,MIA,CHA,AST,2.5,3.54,0.651,Over,0.567,30.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Kobe Brown,IND,LAL,AST,2.5,2.14,0.648,Under,1.337,30.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Jayson Tatum,BOS,DAL,REB,4.0,6.35,0.648,Over,0.426,40.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Ayo Dosunmu,MIN,ORL,REB,1.5,2.41,0.646,Over,0.699,20.0,Pass / Too Volatile,2026-03-07,2026-03-07,None,Pending / Not Found,REB
Bruce Brown,DEN,NYK,RA,4.5,5.87,0.645,Over,0.414,50.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Davion Mitchell,MIA,CHA,REB,1.5,2.43,0.642,Over,0.818,40.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Micah Potter,IND,LAL,AST,0.5,0.85,0.641,Under,1.033,50.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Bruce Brown,DEN,NYK,PR,11.5,10.36,0.64,Under,0.56,60.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Royce O'Neale,PHX,NOP,AST,1.5,2.43,0.639,Over,0.685,50.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Sam Hauser,BOS,DAL,REB,2.5,3.52,0.639,Over,0.435,50.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Brook Lopez,LAC,SAS,PTS,9.5,12.29,0.639,Over,0.422,50.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Scoot Henderson,POR,HOU,REB,1.5,2.39,0.638,Over,0.655,50.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,REB
P.J. Washington,DAL,BOS,AST,0.5,1.16,0.637,Over,0.369,30.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Ryan Kalkbrenner,CHA,MIA,AST,0.5,0.74,0.637,Under,1.265,20.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Naji Marshall,DAL,BOS,AST,1.5,2.46,0.637,Over,0.589,40.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Josh Green,CHA,MIA,REB,1.5,2.41,0.636,Over,0.549,60.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Bruce Brown,DEN,NYK,PRA,12.5,11.44,0.636,Under,0.573,60.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Khris Middleton,DAL,BOS,AST,1.5,2.44,0.636,Over,0.7,20.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Kobe Sanders,LAC,SAS,PRA,12.5,11.29,0.636,Under,0.504,80.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Neemias Queta,BOS,DAL,REB,7.5,6.91,0.635,Under,0.853,40.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Desmond Bane,ORL,MIN,REB,2.5,3.49,0.635,Over,0.466,10.0,Pass / Too Volatile,2026-03-07,2026-03-07,None,Pending / Not Found,REB
Oso Ighodaro,PHX,NOP,REB,8.5,7.67,0.634,Under,1.102,60.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Amen Thompson,HOU,POR,REB,7.0,8.94,0.634,Over,0.423,30.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Miles Bridges,CHA,MIA,PTS,15.0,13.15,0.634,Under,0.481,90.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Oso Ighodaro,PHX,NOP,RA,11.5,10.43,0.631,Under,0.625,20.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Jeremiah Fears,NO,PHX,PTS,10.5,10.11,0.631,Under,0.628,60.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Kobe Sanders,LAC,SAS,REB,2.5,2.26,0.63,Under,0.876,60.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Ryan Dunn,PHX,NOP,REB,3.5,4.57,0.629,Over,0.52,70.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Donte DiVincenzo,MIN,ORL,PTS,10.5,9.81,0.627,Under,0.657,70.0,Pass / Too Volatile,2026-03-07,2026-03-07,None,Pending / Not Found,PTS
Tari Eason,HOU,POR,PA,14.5,13.35,0.626,Under,0.512,50.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PA
Grant Williams,CHA,MIA,AST,3.5,3.13,0.626,Under,0.95,60.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Jaxson Hayes,LAL,IND,PRA,17.5,16.06,0.626,Under,0.5,50.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Rui Hachimura,LAL,IND,RA,3.5,3.33,0.626,Under,0.892,70.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Jarred Vanderbilt,LAL,IND,REB,4.5,4.09,0.625,Under,0.864,60.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,REB
De'Aaron Fox,SA,LAC,PA,22.5,20.73,0.624,Under,0.478,100.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PA
Klay Thompson,DAL,BOS,AST,0.5,1.12,0.624,Over,0.876,40.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Herbert Jones,NO,PHX,AST,2.5,3.55,0.624,Over,0.54,80.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Jaylen Brown,BOS,DAL,PTS,27.5,25.41,0.624,Under,0.463,70.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Tari Eason,HOU,POR,PR,19.5,18.06,0.621,Under,0.535,60.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Jeremiah Fears,NO,PHX,PR,13.5,13.22,0.621,Under,0.564,50.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Ayo Dosunmu,MIN,ORL,AST,2.5,3.45,0.62,Over,0.575,50.0,Pass / Too Volatile,2026-03-07,2026-03-07,None,Pending / Not Found,AST
Herbert Jones,NO,PHX,PRA,14.5,13.5,0.62,Under,0.492,70.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Jaylen Brown,BOS,DAL,PA,31.5,29.39,0.619,Under,0.506,60.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PA
Marcus Smart,LAL,IND,REB,1.5,2.28,0.619,Over,0.506,50.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Kobe Sanders,LAC,SAS,PR,10.5,9.74,0.619,Under,0.642,60.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Tari Eason,HOU,POR,PTS,12.0,10.85,0.618,Under,0.681,80.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Mikal Bridges,NY,DEN,PTS,14.5,13.46,0.617,Under,0.464,60.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Reed Sheppard,HOU,POR,REB,2.5,3.39,0.616,Over,0.463,80.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Jaden McDaniels,MIN,ORL,REB,4.5,5.67,0.615,Over,0.434,60.0,Pass / Too Volatile,2026-03-07,2026-03-07,None,Pending / Not Found,REB
Reed Sheppard,HOU,POR,AST,3.5,4.47,0.614,Over,0.556,90.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Kobe Brown,IND,LAL,PR,11.5,10.77,0.612,Under,0.512,0.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Victor Wembanyama,SA,LAC,RA,14.5,13.52,0.612,Under,0.452,60.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Mitchell Robinson,NY,DEN,PR,12.5,11.88,0.612,Under,0.533,60.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Victor Wembanyama,SA,LAC,AST,2.5,3.39,0.611,Over,0.497,60.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Jaxson Hayes,LAL,IND,AST,0.5,0.81,0.611,Under,1.317,30.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Mitchell Robinson,NY,DEN,PRA,13.5,12.76,0.61,Under,0.521,60.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Devin Vassell,SA,LAC,PTS,13.5,16.85,0.61,Over,0.433,50.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Jeremiah Fears,NO,PHX,PRA,16.5,16.1,0.61,Under,0.453,50.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Bruce Brown,DEN,NYK,AST,3.5,3.23,0.608,Under,1.006,60.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Stephon Castle,SA,LAC,PR,19.5,19.3,0.607,Under,0.648,50.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Aaron Nesmith,IND,LAL,AST,1.5,1.57,0.606,Under,1.109,50.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Jalen Suggs,ORL,MIN,PTS,12.5,11.78,0.605,Under,0.482,70.0,Pass / Too Volatile,2026-03-07,2026-03-07,None,Pending / Not Found,PTS
Jordan Miller,LAC,SAS,AST,2.5,2.54,0.605,Under,1.203,30.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Khris Middleton,DAL,BOS,PTS,10.5,10.21,0.604,Under,0.575,50.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Stephon Castle,SA,LAC,RA,11.0,10.04,0.603,Under,0.686,60.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,RA
Stephon Castle,SA,LAC,PRA,26.5,25.8,0.602,Under,0.567,40.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
OG Anunoby,NY,DEN,AST,1.5,1.47,0.602,Under,0.903,80.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Saddiq Bey,NO,PHX,AST,1.5,2.5,0.601,Over,0.689,60.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Julian Champagnie,SA,LAC,AST,2.5,2.33,0.601,Under,0.932,50.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Paolo Banchero,ORL,MIN,REB,7.5,8.79,0.6,Over,0.43,40.0,Pass / Too Volatile,2026-03-07,2026-03-07,None,Pending / Not Found,REB
Khris Middleton,DAL,BOS,PA,13.5,13.2,0.599,Under,0.567,60.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PA
Rui Hachimura,LAL,IND,AST,0.5,0.65,0.599,Under,1.838,70.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Coby White,CHA,MIA,PRA,18.5,21.37,0.595,Over,0.279,30.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PRA
Victor Wembanyama,SA,LAC,REB,11.5,10.9,0.594,Under,0.52,60.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,REB
Paolo Banchero,ORL,MIN,AST,4.5,5.46,0.594,Over,0.425,60.0,Pass / Too Volatile,2026-03-07,2026-03-07,None,Pending / Not Found,AST
Jalen Green,PHX,NOP,PA,21.5,20.54,0.593,Under,0.472,90.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PA
Desmond Bane,ORL,MIN,AST,3.5,4.29,0.591,Over,0.468,30.0,Pass / Too Volatile,2026-03-07,2026-03-07,None,Pending / Not Found,AST
Jaden McDaniels,MIN,ORL,AST,2.5,2.42,0.59,Under,0.888,60.0,Pass / Too Volatile,2026-03-07,2026-03-07,None,Pending / Not Found,AST
Grayson Allen,PHX,NOP,REB,2.5,3.33,0.59,Over,0.663,30.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,REB
De'Aaron Fox,SA,LAC,PR,20.0,18.75,0.59,Under,0.492,100.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PR
Coby White,CHA,MIA,AST,2.5,3.37,0.588,Over,0.43,50.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,AST
Stephon Castle,SA,LAC,PTS,15.5,15.74,0.586,Under,0.637,50.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
Jay Huff,IND,LAL,PTS,9.5,11.84,0.586,Over,0.429,80.0,Pass / Too Volatile,2026-03-06,2026-03-06,None,Pending / Not Found,PTS
